"type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"white","high","very low","very high","very low","low","very high","high","very low","very low","low","high","medium"
"white","very low","low","medium","low","very low","very high","high","very low","very high","medium","very high","medium"
"white","high","low","medium","very low","low","low","low","low","very high","medium","medium","medium"
"white","medium","very low","high","very low","low","low","very high","low","very high","high","high","medium"
"red","high","very high","medium","medium","very high","very low","very low","medium","very high","high","very high","medium"
"white","high","low","very high","very low","high","very low","very low","very low","low","very low","high","medium"
"white","very high","very low","low","very low","very low","low","low","low","very low","very low","medium","medium"
"white","very high","very low","medium","high","low","high","medium","low","low","very high","very high","medium"
"white","high","very low","very high","very high","low","high","high","very high","medium","very high","very low","high"
"red","very high","high","medium","low","very high","medium","low","high","very high","high","very low","medium"
"white","medium","low","high","medium","medium","very high","very high","low","very high","high","low","medium"
"white","medium","medium","medium","low","very low","low","medium","very low","very low","high","high","medium"
"white","medium","low","high","low","low","high","very high","very low","very high","very high","very high","medium"
"red","very high","very high","high","medium","very high","medium","very low","high","medium","very high","high","medium"
"white","very low","medium","low","medium","very low","very high","high","very low","low","low","very high","high"
"white","very low","low","low","low","low","medium","low","very low","low","low","very high","medium"
"red","very high","high","very high","medium","very high","very low","very low","high","medium","very high","high","medium"
"white","very low","very low","low","very low","low","high","medium","low","medium","low","medium","medium"
"white","high","low","high","very low","high","low","high","low","medium","medium","medium","medium"
"white","high","medium","very high","very high","low","very high","very high","very high","low","low","very low","low"
"white","low","very low","very low","medium","very high","high","very high","medium","very low","low","low","medium"
"white","high","high","low","medium","low","medium","medium","very low","very low","medium","very high","high"
"white","medium","very low","high","very high","high","very high","high","very high","very high","very high","very low","medium"
"white","low","low","low","medium","low","very high","high","low","very low","very high","high","high"
"red","low","very high","very low","very low","high","very low","very low","medium","very high","very low","medium","low"
"red","very high","high","very high","low","very high","very low","very low","medium","very high","high","high","medium"
"red","very high","high","medium","low","very high","very low","very low","high","very high","very high","low","medium"
"red","very high","high","medium","medium","very high","low","very low","very high","medium","very high","medium","high"
"red","high","very high","very low","medium","high","very low","very low","medium","very high","very high","very high","high"
"white","very high","very low","medium","medium","high","low","low","medium","very low","low","low","medium"
"white","medium","medium","high","very high","medium","very high","very high","very high","very low","low","very low","medium"
"red","high","very high","very low","low","very high","very low","very low","high","very high","very high","very low","medium"
"white","high","medium","very high","low","very low","high","medium","very low","very low","low","very high","medium"
"white","medium","low","low","high","very low","high","high","medium","low","very high","high","high"
"white","low","high","very low","medium","medium","very high","very high","low","medium","low","low","medium"
"red","medium","high","medium","low","very high","very low","very low","low","very high","low","very high","medium"
"white","very high","medium","high","medium","very low","medium","high","medium","low","low","very high","high"
"white","low","very high","low","medium","high","medium","high","low","medium","very low","very low","medium"
"red","very high","high","very high","medium","very high","low","low","very high","very high","very high","low","medium"
"red","very high","high","very high","medium","very high","low","very low","very high","low","high","high","medium"
"white","very high","low","very high","very low","high","very low","low","medium","very low","medium","very low","medium"
"white","very low","low","very low","very high","medium","very high","medium","high","medium","low","medium","medium"
"white","high","very low","medium","very high","high","medium","very high","very high","low","low","very low","medium"
"white","very low","very high","very high","very high","medium","medium","very high","very high","medium","medium","very low","medium"
"white","low","very low","high","very low","very low","medium","medium","low","very high","high","medium","medium"
"red","very high","very high","very low","very low","very high","very low","very low","very high","very high","very high","low","medium"
"red","very high","very high","very low","low","very high","very low","very low","very high","very high","low","low","low"
"white","very low","high","high","very low","low","very low","low","very low","very high","very low","high","medium"
"white","high","medium","medium","very low","very low","medium","high","very low","very low","low","medium","medium"
"red","very high","high","very high","medium","very high","low","medium","very high","very high","high","low","medium"
"white","very low","medium","medium","high","medium","high","very high","low","very high","medium","medium","medium"
"white","very high","very low","medium","very low","medium","medium","medium","medium","medium","very low","low","medium"
"white","high","low","very high","medium","medium","medium","high","very low","very low","medium","high","medium"
"white","high","medium","high","very low","medium","high","high","very low","low","low","high","medium"
"red","very high","high","very high","low","very high","very low","very low","high","very high","high","low","medium"
"white","medium","low","high","very high","low","medium","low","medium","low","very low","high","medium"
"red","very high","very high","very low","medium","very high","low","very low","very high","very high","medium","low","medium"
"white","high","very low","high","very low","low","very high","medium","low","very high","medium","high","medium"
"white","medium","very high","very low","high","high","medium","low","low","low","very low","high","low"
"white","very high","medium","low","very low","medium","very low","low","medium","medium","very low","low","low"
"white","very high","low","high","very low","very low","high","medium","low","low","very low","high","medium"
"red","very high","high","very high","medium","very high","low","very low","very high","medium","very high","high","medium"
"white","very low","low","medium","medium","low","high","high","very low","medium","very low","very high","high"
"red","very high","high","very high","low","very high","low","very low","very high","very low","very high","medium","medium"
"red","very high","medium","low","low","high","low","very low","medium","medium","very high","very high","medium"
"red","very high","very high","very low","low","very high","very low","very low","very high","medium","medium","low","medium"
"white","high","high","medium","high","medium","medium","medium","medium","very high","medium","high","high"
"red","very high","very high","very high","high","very high","high","high","very high","very high","very high","very low","medium"
"red","high","medium","very high","medium","very high","very low","very low","high","very high","very high","high","high"
"white","very high","medium","low","very high","medium","very high","very high","very high","very low","high","very low","medium"
"white","low","very high","medium","very low","very low","low","low","very low","low","high","very high","low"
"white","medium","medium","very low","high","low","very high","very high","high","low","very low","very low","medium"
"red","high","very high","very low","medium","very high","very low","very low","very high","very high","high","high","medium"
"white","high","low","medium","very low","very low","medium","low","low","very low","very high","medium","medium"
"red","very high","very high","very low","medium","very high","very low","low","high","medium","medium","low","medium"
"white","high","medium","high","high","high","very high","very high","low","very low","very low","very high","medium"
"white","low","medium","high","high","very low","low","low","very low","low","very high","very high","high"
"white","low","medium","very high","high","medium","very high","very high","medium","medium","medium","low","medium"
"white","very high","medium","medium","very low","medium","medium","low","very low","very low","low","very high","medium"
"red","high","very high","very low","medium","high","very low","very low","high","very high","high","very low","medium"
"white","low","low","high","high","medium","high","medium","low","very low","very low","high","high"
"red","very high","very low","high","low","high","very low","very low","medium","very high","very high","very high","high"
"red","very high","medium","very high","medium","very high","very low","very low","very high","very high","very high","medium","medium"
"white","high","low","high","very low","low","very low","medium","very low","very low","low","high","low"
"white","low","very low","very high","very high","low","very high","very high","high","very low","low","very low","medium"
"white","low","very high","low","very high","very low","low","low","low","medium","very high","very high","medium"
"white","medium","low","low","high","low","low","low","medium","medium","high","low","medium"
"white","medium","very low","low","very high","medium","very high","high","medium","medium","very low","high","medium"
"red","very high","very high","medium","low","very high","low","high","high","medium","high","low","medium"
"white","low","medium","high","high","low","very high","very high","medium","very high","low","medium","medium"
"white","very low","low","low","very low","high","medium","low","very low","medium","high","high","medium"
"white","low","low","low","low","low","high","low","very low","very low","very high","high","medium"
"red","very low","very high","very low","very low","very high","very low","very low","medium","very high","high","medium","low"
"white","very low","high","medium","medium","low","medium","medium","very low","very high","very low","very high","high"
"white","high","medium","very high","very high","very low","very high","very high","medium","low","very low","very high","high"
"red","very high","high","high","low","very high","low","very low","very high","very high","very high","very low","medium"
"white","low","low","high","high","very low","low","low","very low","medium","very low","very high","high"
"red","very low","medium","high","very low","very high","very low","low","medium","very high","high","very low","medium"
"red","very high","very high","low","low","high","low","medium","high","very high","high","low","medium"
"white","medium","low","very high","very low","very low","high","high","low","very high","high","high","high"
"white","very low","high","medium","high","high","very high","very high","high","very high","very high","low","medium"
"white","low","high","very low","medium","very low","low","medium","very low","very high","high","very high","high"
"white","low","very low","high","very high","medium","medium","low","very high","medium","medium","medium","medium"
"white","high","high","very high","very high","very low","high","high","medium","low","very low","high","medium"
"white","very low","low","medium","very low","medium","high","medium","very low","very high","medium","high","high"
"white","very high","high","very high","low","very high","low","low","very low","very low","high","very high","medium"
"white","very low","high","low","medium","very low","high","high","very low","very high","low","high","high"
"white","very high","medium","high","medium","low","very high","very high","low","very high","low","very high","medium"
"white","very high","high","high","high","low","high","high","high","medium","high","medium","medium"
"red","medium","very high","very low","low","very high","very low","very low","very high","very high","medium","very low","medium"
"white","low","low","high","high","low","very high","very high","high","very low","low","very low","medium"
"white","high","very low","very high","very low","medium","medium","high","medium","very high","high","low","medium"
"red","very high","high","very high","very low","high","low","very low","medium","medium","very high","high","high"
"white","low","medium","very high","high","high","high","high","medium","medium","medium","low","medium"
"red","low","very high","very low","low","high","medium","very low","low","very high","medium","very high","medium"
"red","very high","high","very high","medium","high","very low","very low","high","low","very high","high","medium"
"white","very low","medium","low","very high","low","very high","medium","medium","low","low","medium","medium"
"red","low","very high","very low","medium","very high","low","low","high","very high","high","medium","medium"
"white","high","low","very high","low","low","high","high","very low","very high","low","very high","high"
"white","high","low","medium","very low","low","medium","low","very low","very low","low","very high","medium"
"white","low","medium","very high","low","low","high","very high","low","very high","high","medium","high"
"red","very high","high","very high","medium","very high","very low","very low","very high","very low","very high","medium","medium"
"white","low","high","medium","very high","medium","high","very high","very high","very high","high","very low","medium"
"white","very low","low","high","high","very low","medium","low","very low","very high","low","very high","high"
"white","very low","very low","medium","high","low","medium","medium","low","very high","high","medium","high"
"white","medium","medium","low","very low","low","very low","low","very low","medium","very high","high","medium"
"white","very high","low","low","high","very low","very high","high","medium","very low","very low","high","medium"
"white","medium","low","low","very high","low","high","very high","very high","very high","high","medium","high"
"red","high","high","very low","medium","very high","high","low","high","very high","high","medium","medium"
"white","very low","very low","low","low","very low","medium","low","very low","very high","very low","very high","medium"
"white","very low","very low","low","very high","very low","high","low","medium","low","very low","high","medium"
"white","very low","low","low","very high","high","high","high","high","very high","low","low","medium"
"white","low","high","very high","very high","medium","medium","high","high","very low","very low","low","medium"
"white","very low","very low","medium","very low","low","very high","high","very low","very high","low","high","high"
"white","low","high","very high","high","medium","high","high","medium","low","very high","medium","medium"
"red","high","high","medium","medium","very high","very low","very low","high","very high","high","low","medium"
"white","high","low","medium","very high","very low","high","medium","medium","low","very low","medium","medium"
"white","very low","high","very low","very low","high","medium","medium","low","medium","high","very low","medium"
"red","very high","medium","very high","medium","very high","very low","very low","high","low","very high","very high","high"
"white","very low","low","high","low","low","very high","medium","very low","very high","low","high","medium"
"red","medium","medium","medium","low","high","high","medium","high","very low","very high","low","medium"
"white","high","high","medium","high","high","high","very high","very high","very high","high","low","medium"
"white","very low","very high","very low","very low","low","very low","low","very low","very high","high","high","low"
"white","high","low","medium","very low","low","high","low","low","medium","very high","medium","medium"
"red","high","very high","very low","low","very high","low","very low","high","very high","high","low","medium"
"white","medium","high","low","high","high","medium","very high","high","medium","low","low","medium"
"white","high","high","very high","very high","low","high","medium","very high","very low","medium","very low","medium"
"red","low","very high","very low","low","high","very low","very low","high","very high","very high","low","medium"
"white","high","medium","low","very high","high","medium","high","very high","low","high","very low","medium"
"red","very high","high","high","very low","very high","medium","low","very high","low","very high","very low","medium"
"white","low","medium","medium","very low","high","high","medium","low","very high","high","medium","high"
"white","medium","very low","very high","very low","very high","high","high","low","medium","very low","very low","medium"
"white","low","low","low","very high","medium","low","medium","very high","low","low","very low","medium"
"white","high","medium","high","high","low","very high","high","medium","very low","very low","high","medium"
"white","high","medium","low","medium","high","very low","high","high","low","medium","very low","low"
"white","medium","high","very high","very low","medium","low","high","low","low","high","medium","medium"
"white","very low","very low","medium","high","very low","low","low","very low","very high","low","very high","high"
"red","very low","very high","low","very low","medium","medium","low","low","very high","high","very high","medium"
"red","very high","very high","very low","low","high","very low","very low","high","very high","very high","medium","medium"
"white","very low","medium","very high","high","low","high","medium","very low","very high","high","very high","high"
"white","very low","medium","very low","very low","very low","low","medium","low","very high","medium","medium","medium"
"white","high","very low","high","low","medium","very high","very high","low","medium","very high","high","high"
"white","medium","high","very high","high","medium","very low","high","very high","very high","low","low","medium"
"red","very high","very high","medium","low","very high","low","high","high","very low","very high","low","medium"
"white","medium","medium","medium","very low","medium","low","high","low","low","low","medium","medium"
"red","very high","high","very high","medium","very high","low","low","very high","medium","very high","low","medium"
"white","low","high","low","very high","high","very high","very high","very high","low","medium","very low","medium"
"red","very high","high","very high","very low","low","low","very low","medium","medium","very high","high","high"
"white","low","high","very low","high","very low","low","medium","very low","medium","very low","very high","high"
"white","high","high","low","very low","high","low","very high","very low","medium","very low","very high","medium"
"white","medium","low","high","very low","high","low","high","low","very high","medium","medium","high"
"white","very low","high","high","medium","very low","high","low","very low","medium","very low","very high","high"
"white","very low","medium","very low","medium","very low","very low","medium","very low","very high","very high","very high","high"
"red","low","very high","very low","high","very high","low","very low","high","very high","medium","high","low"
"white","medium","low","high","very high","very low","very high","high","medium","very high","medium","very high","high"
"white","high","low","low","very low","high","very high","high","low","medium","medium","medium","high"
"white","low","medium","low","very low","very low","medium","medium","very low","very low","very low","very high","medium"
"white","low","low","low","very high","medium","very high","very high","high","medium","high","medium","medium"
"white","very low","medium","medium","medium","very low","high","medium","very low","very high","high","very high","medium"
"white","low","very low","high","high","high","medium","high","medium","very high","high","high","high"
"white","high","low","medium","medium","medium","high","low","medium","low","low","medium","medium"
"white","low","very low","medium","high","medium","high","very high","medium","very high","medium","medium","medium"
"red","medium","very high","very low","very low","high","medium","low","high","very high","high","very low","medium"
"white","very low","high","high","very low","high","medium","high","very low","medium","very low","medium","medium"
"red","very high","very high","low","low","very high","very low","very low","high","very high","high","medium","medium"
"white","very high","very high","high","high","high","medium","very high","very high","low","medium","low","medium"
"white","high","very low","low","medium","very low","medium","low","very low","very low","medium","very high","high"
"white","medium","very low","high","very low","high","medium","low","low","very low","very low","very low","medium"
"white","very low","high","very low","very low","high","very low","very high","medium","very high","high","medium","medium"
"white","high","low","medium","high","medium","very low","medium","medium","low","very low","medium","medium"
"white","low","low","medium","very low","very low","very low","low","very low","very high","very low","very high","high"
"white","medium","high","very low","high","very high","very high","very high","high","very high","high","low","medium"
"white","high","very low","medium","very low","low","very high","medium","low","very low","very high","medium","high"
"red","very high","very high","medium","medium","very high","low","medium","very high","very high","high","low","medium"
"red","medium","high","very low","low","very high","medium","very low","high","very high","very high","medium","medium"
"red","very high","high","medium","low","high","medium","very low","medium","very high","very high","very high","medium"
"white","very high","medium","very high","very low","low","high","high","low","low","high","high","medium"
"white","medium","low","very high","very low","low","low","high","low","very high","very high","high","medium"
"white","medium","very low","very low","very low","medium","medium","low","very low","very high","high","high","medium"
"red","very high","medium","very high","low","high","very low","very low","very high","very high","very high","medium","high"
"white","high","medium","low","very high","high","very high","very high","high","low","high","low","medium"
"white","very low","very low","high","high","very low","medium","medium","low","very high","high","medium","high"
"white","medium","medium","medium","very high","medium","very high","high","high","low","medium","low","medium"
"white","low","medium","medium","very low","very low","medium","low","very low","medium","low","very high","medium"
"white","very high","low","high","medium","low","medium","low","medium","medium","medium","low","medium"
"red","high","high","low","low","high","low","very low","medium","very high","high","medium","medium"
"white","low","high","low","very high","low","low","medium","medium","medium","low","medium","medium"
"red","very high","very high","very high","medium","high","very low","very low","high","very high","high","very high","medium"
"white","high","high","low","medium","very low","very low","very low","very low","very low","very low","very high","low"
"white","medium","medium","high","medium","very low","high","low","very low","very low","very low","very high","medium"
"white","very low","very high","very low","medium","low","low","medium","very low","medium","very high","very high","high"
"white","high","medium","very high","low","low","high","medium","low","very high","medium","medium","high"
"white","high","low","high","high","high","very low","low","medium","medium","very high","low","medium"
"white","very low","medium","medium","high","medium","very high","very high","medium","medium","very low","low","medium"
"red","high","very high","very high","low","very high","very low","very low","high","very high","very high","medium","medium"
"red","very high","high","very high","medium","very high","very low","very low","high","medium","very high","very high","high"
"red","very high","high","high","high","very high","very low","very low","high","very high","high","very high","high"
"white","medium","very high","high","medium","very low","medium","medium","very low","very high","high","very high","high"
"white","low","medium","very high","very high","high","high","very high","high","medium","very high","low","medium"
"white","high","low","very high","low","low","very low","medium","very low","very low","very high","very high","medium"
"white","very low","medium","medium","very high","very low","low","low","low","low","low","very high","high"
"white","very low","low","low","very high","high","medium","very high","high","medium","low","low","medium"
"red","very low","very low","very low","low","medium","very high","high","low","very high","low","low","medium"
"white","high","high","very low","high","low","high","high","high","very high","medium","low","medium"
"white","very high","very low","low","very low","very low","very high","low","very low","very low","very low","high","medium"
"red","medium","high","low","medium","very high","very low","very low","high","very high","high","medium","medium"
"white","very high","low","low","very high","high","very high","very high","very high","low","low","low","medium"
"red","very high","medium","very high","low","very high","very low","very low","very high","medium","very high","low","medium"
"red","very high","very high","very low","medium","very high","very low","very low","high","very high","high","high","medium"
"red","very high","high","very high","medium","high","very low","very low","high","very high","very high","very high","high"
"white","medium","very low","medium","very high","low","high","very high","very high","very low","medium","very low","high"
"white","very low","low","high","very low","high","high","high","very low","medium","very low","high","medium"
"red","very high","medium","high","low","high","very low","very low","medium","very high","very high","high","high"
"white","medium","medium","very low","high","medium","very high","very high","high","low","low","very low","medium"
"white","high","low","very high","very low","low","high","high","very low","low","high","high","medium"
"white","low","high","very high","high","medium","low","very high","high","low","very low","very low","medium"
"white","high","medium","low","very high","high","medium","medium","medium","low","low","high","medium"
"white","medium","medium","very low","very high","high","high","medium","high","low","low","low","medium"
"white","very high","very high","very high","very low","medium","high","very high","high","very low","medium","medium","low"
"white","medium","medium","very high","very low","high","medium","high","very low","low","high","very high","medium"
"white","low","high","low","medium","very low","low","low","very low","very high","medium","very high","medium"
"red","very high","high","high","medium","high","very low","very low","high","very high","very high","very high","high"
"red","very low","very high","very low","very low","very high","low","very low","medium","very high","medium","medium","medium"
"white","medium","high","very high","very low","very high","high","low","low","very low","medium","very low","medium"
"white","low","low","medium","high","very low","low","low","low","low","high","high","high"
"red","very high","very high","very low","medium","very high","low","medium","very high","medium","high","low","medium"
"white","very high","medium","very high","very low","medium","very low","low","medium","low","high","medium","low"
"white","high","medium","medium","low","low","very high","very high","low","very low","medium","medium","medium"
"white","medium","high","high","low","low","very high","very high","very low","very low","medium","high","medium"
"white","medium","low","high","very low","low","low","low","very low","very low","very low","high","medium"
"red","very high","high","very high","medium","very high","very low","very low","very high","very high","very high","very high","high"
"red","medium","very high","medium","medium","high","low","medium","very high","very high","very high","medium","medium"
"white","low","low","low","high","low","high","very high","high","very high","very high","low","medium"
"white","high","very low","high","very low","low","high","high","very low","very low","low","high","medium"
"white","very low","medium","low","medium","high","medium","low","very low","low","very low","very high","medium"
"white","high","medium","very high","medium","medium","high","very high","low","medium","very high","medium","medium"
"red","very high","medium","very high","medium","very high","very low","very low","very high","low","very high","low","medium"
"white","very low","high","medium","very low","medium","low","very high","low","medium","very high","low","medium"
"red","very high","very high","very high","very low","very high","low","very low","high","very low","very high","very low","medium"
"white","very low","very low","high","medium","medium","low","medium","low","very high","medium","medium","medium"
"white","low","medium","medium","high","high","medium","very high","low","medium","high","high","medium"
"red","very high","high","medium","low","high","very low","very low","high","very high","very high","high","medium"
"red","very high","high","very high","medium","very high","medium","very low","very high","very high","very high","high","medium"
"white","high","very low","medium","very low","high","medium","very high","very low","very high","low","very high","medium"
"red","high","very high","low","medium","very high","medium","low","high","very high","low","very low","medium"
"white","very low","high","low","high","very low","medium","medium","low","very high","very low","high","medium"
"white","high","low","very high","very high","medium","very high","high","very high","very low","low","very low","medium"
"white","medium","high","very low","very low","medium","medium","medium","low","medium","low","low","medium"
"white","very low","high","high","medium","high","medium","high","medium","very high","medium","very low","medium"
"white","high","very low","high","medium","low","high","high","medium","very high","high","medium","high"
"white","medium","low","medium","low","very low","very low","medium","very low","medium","medium","high","medium"
"white","very low","medium","medium","high","very low","high","high","low","medium","low","high","medium"
"white","low","low","medium","very high","medium","medium","high","very high","very high","very low","low","medium"
"white","medium","low","medium","medium","medium","very high","high","low","low","very high","medium","medium"
"red","high","very high","very low","medium","high","very low","very low","high","very high","medium","very low","medium"
"white","low","high","low","medium","low","medium","medium","very low","very high","very high","very high","high"
"white","very high","high","high","very high","very low","low","medium","medium","low","very low","very high","medium"
"white","very low","medium","high","very low","very low","very low","very low","very low","very high","very low","very high","medium"
"white","medium","very low","low","very low","very low","medium","medium","very low","low","low","high","high"
"red","very high","very high","very low","medium","very high","very low","low","high","low","high","low","medium"
"white","medium","very high","very low","very high","medium","very high","very high","very high","low","high","low","medium"
"white","very low","low","low","low","medium","high","very high","medium","very high","high","medium","high"
"white","very low","medium","very low","high","medium","medium","high","medium","medium","low","low","medium"
"red","very high","low","very high","low","high","very low","very low","low","medium","high","very high","medium"
"white","very low","medium","medium","very high","low","medium","low","medium","very high","medium","medium","medium"
"red","high","very high","very low","medium","very high","very low","very low","very high","very high","very high","very low","medium"
"white","very high","high","high","very high","very high","medium","very high","very high","very low","very high","very low","medium"
"red","very high","low","very high","low","very high","high","low","medium","very low","very high","very high","high"
"white","high","very low","medium","very low","high","high","very high","very low","low","low","high","medium"
"white","medium","high","medium","very high","very low","medium","low","low","low","low","very high","medium"
"white","very low","high","high","high","medium","medium","medium","low","very low","very low","high","medium"
"red","very low","very high","very low","medium","high","low","medium","low","very high","high","very high","medium"
"white","low","low","very high","very high","high","low","high","very high","very low","very low","low","medium"
"white","very low","very low","low","very low","low","low","low","low","medium","low","very low","medium"
"white","low","high","very high","high","high","very high","very high","medium","low","low","low","medium"
"white","high","high","very low","very high","medium","high","high","very high","very high","low","very low","medium"
"white","medium","very low","very high","medium","low","very low","medium","low","very low","high","medium","low"
"white","very high","high","very high","very high","medium","very high","very high","very high","very low","low","low","medium"
"red","very high","medium","very high","low","very high","low","very low","very high","low","high","low","medium"
"white","high","low","medium","high","medium","very high","very high","high","low","very low","very low","medium"
"white","very high","low","high","very low","medium","high","high","very low","low","low","high","medium"
"white","high","very low","high","very high","medium","high","very high","very high","very low","low","very low","medium"
"red","very high","very high","low","low","very high","low","very low","high","very high","medium","medium","medium"
"white","medium","very high","low","high","low","medium","medium","very low","low","very low","very high","high"
"white","high","very low","medium","very low","high","very high","high","medium","very high","low","very low","medium"
"white","high","medium","medium","very low","low","low","low","low","very low","very high","medium","medium"
"white","low","medium","low","very low","high","high","very high","medium","very high","medium","very low","medium"
"white","very high","high","low","low","low","very low","high","medium","very low","very high","low","medium"
"red","very high","medium","very high","high","medium","high","very high","low","very low","medium","very high","high"
"red","very high","high","medium","medium","very high","medium","low","high","very high","very high","high","medium"
"white","very low","low","very high","very high","very high","very high","medium","high","low","very low","very high","medium"
"white","low","high","low","very high","low","very high","high","high","low","high","low","medium"
"white","high","very high","very high","very high","medium","very high","very high","very high","low","low","very low","medium"
"white","low","low","very high","high","medium","very high","very high","medium","medium","very low","medium","medium"
"white","medium","low","high","very low","high","high","medium","low","very low","high","very low","medium"
"red","very high","very high","high","medium","very high","medium","very low","very high","very high","medium","medium","medium"
"white","medium","low","medium","high","medium","very high","very high","medium","very high","low","medium","medium"
"white","very low","low","high","very low","low","very high","very high","very low","very high","low","high","medium"
"white","very low","very high","medium","low","low","medium","medium","very low","low","very low","very high","medium"
"white","high","very low","very high","medium","medium","very high","very high","medium","low","high","high","medium"
"white","low","medium","very high","very high","low","very high","very high","high","very high","medium","low","medium"
"red","low","very high","very low","medium","high","medium","very low","medium","very high","medium","very high","medium"
"white","low","low","low","high","low","medium","high","medium","very high","high","medium","medium"
"red","very high","very high","very low","medium","very high","medium","low","very high","very high","very high","low","medium"
"white","medium","low","medium","very high","medium","high","very high","very high","medium","low","very low","medium"
"white","low","high","very low","very low","medium","very high","high","low","medium","very low","medium","medium"
"red","very high","high","high","low","high","low","very low","medium","medium","very high","high","high"
"white","very low","low","medium","low","low","low","low","very low","very high","high","very high","medium"
"red","medium","very high","very low","low","high","low","very low","medium","very high","very high","low","medium"
"red","very high","low","very high","low","high","very low","very low","very high","low","very high","high","high"
"white","very low","medium","high","very high","very low","very high","high","low","very high","low","very high","medium"
"white","low","very high","very high","very high","medium","very high","very high","high","medium","high","very low","low"
"red","very high","very high","very high","medium","high","low","low","very high","very high","very high","low","medium"
"red","very low","very high","very low","low","very high","low","low","medium","very high","medium","medium","medium"
"white","very low","low","very low","very low","high","very low","low","very low","medium","very low","very high","medium"
"white","very high","low","very high","very high","medium","very high","very high","very high","very low","medium","very low","medium"
"white","very low","medium","medium","low","very low","high","high","very low","very high","low","very high","medium"
"white","low","very low","medium","medium","medium","high","very high","medium","very high","medium","low","medium"
"white","high","high","low","low","very low","medium","low","very low","very low","very low","very high","medium"
"white","medium","medium","medium","very high","high","very high","high","medium","very low","high","medium","medium"
"white","very low","low","low","very low","very low","high","low","very low","medium","low","very high","medium"
"white","very low","very low","medium","very low","low","very high","medium","very low","very high","low","very high","high"
"red","very low","high","very low","very low","low","very low","very low","medium","very high","very high","very high","medium"
"red","very high","very high","low","medium","very high","low","very low","very high","medium","very high","medium","medium"
"red","high","very high","very high","low","very high","very low","very low","high","low","very high","very low","medium"
"white","very low","low","low","very high","very low","very low","low","medium","very high","very low","medium","medium"
"white","medium","medium","high","very low","very low","very low","very low","very low","low","very low","very high","medium"
"white","low","very low","low","very high","medium","very high","high","medium","low","very low","medium","medium"
"white","low","high","medium","very low","medium","very low","low","low","low","low","high","medium"
"red","high","very high","very low","low","very high","very low","very low","high","very high","medium","low","low"
"white","high","very low","medium","low","medium","low","low","low","very high","low","medium","medium"
"white","very high","high","medium","high","very low","medium","low","low","medium","low","very high","high"
"red","low","high","very high","low","very high","low","very low","low","very high","very high","very high","medium"
"white","low","high","medium","very high","high","very high","very high","very high","medium","medium","very low","medium"
"red","very high","very high","very low","medium","very high","medium","low","very high","medium","medium","medium","medium"
"white","high","low","medium","very low","high","medium","medium","very low","medium","medium","high","medium"
"white","high","very low","high","high","high","medium","high","high","very high","high","medium","medium"
"red","very high","very high","very high","medium","very high","very low","very low","very high","very low","very high","very high","medium"
"white","very low","medium","very low","very high","medium","high","high","high","medium","low","medium","medium"
"white","low","low","very high","very high","medium","very high","very high","high","medium","high","very low","medium"
"white","high","low","very high","very high","medium","very high","high","very high","medium","low","very low","low"
"white","very low","medium","very high","very high","high","very high","very high","high","medium","high","low","medium"
"white","low","very high","very low","very high","medium","very high","very high","very high","very high","high","medium","medium"
"red","very high","very high","medium","medium","very high","low","low","very high","very high","very high","very high","medium"
"white","low","low","low","very low","high","low","very high","low","low","high","very low","medium"
"red","low","very high","very low","low","very high","very low","very low","very high","very high","very high","medium","medium"
"white","very high","high","very high","very high","low","medium","very high","very high","very low","very high","low","medium"
"red","medium","very high","very low","medium","very high","medium","very low","medium","very high","high","high","medium"
"white","low","very low","very low","very high","medium","very high","high","high","low","high","very low","medium"
"white","very low","high","high","medium","very low","low","low","low","very high","medium","high","medium"
"white","medium","high","low","very high","low","very high","very high","medium","low","very low","very high","medium"
"white","very high","medium","medium","high","very low","high","high","medium","very low","very low","high","medium"
"red","high","very high","very low","low","very high","very low","very low","high","very high","low","low","medium"
"white","high","low","medium","medium","medium","very low","low","very low","very low","low","high","medium"
"white","low","low","very high","high","medium","medium","high","medium","low","very high","medium","high"
"red","very low","high","low","low","very high","very low","very low","medium","very high","low","medium","medium"
"red","very high","high","very high","medium","very high","very low","very low","very high","medium","medium","medium","medium"
"white","high","very low","high","high","high","very high","medium","medium","very low","medium","medium","medium"
"red","very high","very high","very low","very low","high","high","very low","medium","medium","high","low","medium"
"red","very high","very high","very low","low","very high","medium","low","very high","low","very high","low","medium"
"white","high","very low","high","low","low","high","high","low","very high","very high","high","medium"
"red","very high","medium","very high","low","very high","high","low","high","very high","very high","medium","high"
"white","high","low","high","medium","medium","medium","high","very low","very low","medium","high","medium"
"red","very high","medium","very high","low","very high","very low","very low","medium","low","very high","high","medium"
"red","very low","very high","very low","high","very high","very low","very low","high","very high","high","very high","medium"
